,Unnamed: 0,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format,Genre_List,Rank_Score,Rating_Score,NumRatings_Score,Quality_Score
732,732,,Emma,Jane Austen,,,9781908533067,,England,,512,paperback,['England'],,,,0.40826497218422236
733,733,,The Storm Sister,Lucinda Riley,,,9781529003468,,Fiction,,720,paperback,['Fiction'],,,,0.462977977908779
734,734,,A Loving Scoundrel,Johanna Lindsey,,,9780786265114,,Fiction,,528,paperback,['Fiction'],,,,0.462977977908779
735,735,,All Your Perfects,Colleen Hoover,,,9781761105357,,romance,,320,paperback,['romance'],,,,0.3646981196429233
736,736,,Twisted Perfection Signed Limited Edition,Abbi Glines,,,9781476763545,,Fiction,,272,paperback,['Fiction'],,,,0.462977977908779
737,737,,Tara Road,Maeve Binchy,,,9780385333955,,Detective and mystery stories,,502,paperback,['Detective and mystery stories'],,,,0.462977977908779
738,738,,Anne of Avonlea,"Montgomery, Ian, Lucy Maud Montgomery",,,9780770421311,,Islands,,277,paperback,['Islands'],,,,0.462977977908779
739,739,,Captivated,Nora Roberts,4.0,,9780373285006,,Fiction,,312,paperback,['Fiction'],,0.75,,0.462977977908779
740,740,,White Hot,Sandra Brown,,,9781594130823,,Fiction,,696,paperback,['Fiction'],,,,0.462977977908779
741,741,,Bride of the Tiger,Heather Graham Pozzessere,,,9781551661469,,Fiction,,258,paperback,['Fiction'],,,,0.462977977908779
742,742,,Five Days in Paris,Danielle Steel,,,9780440222842,,Fiction,,291,paperback,['Fiction'],,,,0.462977977908779
743,743,,Too Strong to Deny,Emma Darcy,,,9780263122671,,Fiction,,294,paperback,['Fiction'],,,,0.462977977908779
744,744,,The Playboy and the Nanny,Anne McAllister,,,9780373120055,,Fiction,,196,paperback,['Fiction'],,,,0.462977977908779
745,745,,The Horse Whisperer,Nicholas Evans,,,9780440222651,,American fiction,,468,paperback,['American fiction'],,,,0.462977977908779
746,746,,On the Night of the Seventh Moon,Victoria Holt,,,9780708903216,,English fiction,,557,paperback,['English fiction'],,,,0.462977977908779
747,747,,The Glass Menagerie,Tennessee Williams,4.0,,9780811214049,,Drama,,132,paperback,['Drama'],,0.75,,0.26375645148715626
748,748,,The Winemaker's Wife,Kristen Harmel,,,9781787394841,,Fiction,,336,paperback,['Fiction'],,,,0.462977977908779
749,749,,Sunshower,Christene Thompson,,,9780745118703,,Romance,,214,paperback,['Romance'],,,,0.462977977908779
750,750,,Malafrena,Ursula K. Le Guin,,,9780425046470,,Fiction,,358,paperback,['Fiction'],,,,0.462977977908779
751,751,,Just Once,Karen Kingsbury,,,9781982104443,,Fiction,,336,paperback,['Fiction'],,,,0.462977977908779
752,752,,Charmed,Nora Roberts,,,9780733563508,,Love stories,,559,paperback,['Love stories'],,,,0.462977977908779
753,753,,Medieval Romance and Material Culture,Nicholas Perkins,,,9781843843900,,Literary Criticism,,312,paperback,['Literary Criticism'],,,,0.462977977908779
754,754,,Big Sky Secrets,Linda Lael Miller,4.0,,9780373778317,,Fiction,,381,paperback,['Fiction'],,0.75,,0.462977977908779
755,755,,Desire,Nicole Jordan,,,9780739419540,,Aristocracy (Social class),,438,paperback,['Aristocracy (Social class)'],,,,0.462977977908779
756,756,,Hot Blood,Charlotte Lamb,,,9780263146660,,Fiction,,290,paperback,['Fiction'],,,,0.462977977908779
757,757,,Climax of Passion,Emma Darcy,,,9780373117710,,Fiction,,196,paperback,['Fiction'],,,,0.462977977908779
758,758,,The Blue Castle,Lucy Maud Montgomery,,,9780771062179,,Canada,,264,paperback,['Canada'],,,,0.462977977908779
759,759,,Wild Designs,Katie Fforde,,,9780312156930,,Fiction,,322,paperback,['Fiction'],,,,0.462977977908779
760,760,,"Sunlight, Moonlight",Amanda Ashley,5.0,,9780505521583,,Fiction,,404,paperback,['Fiction'],,1.0,,0.462977977908779
761,761,,Chasing Perfect,Susan Mallery,,,9781602857575,,Fiction,,382,paperback,['Fiction'],,,,0.462977977908779
762,762,,The Dogs and the Wolves,Irène Némirovsky,5.0,,9780099507789,,Bankers,,227,paperback,['Bankers'],,1.0,,0.462977977908779
763,763,,The Last Song,Nicholas Sparks,,,9780446547567,,Fiction,,390,paperback,['Fiction'],,,,0.28896317734469823
764,764,,Romance and Legend of Chivalry,Ascott Robert Hope Moncrieff,,,9780517118627,,Fiction,,464,paperback,['Fiction'],,,,0.462977977908779
765,765,,Miracle,Danielle Steel,,,9780593050149,,Businessmen,,181,paperback,['Businessmen'],,,,0.462977977908779
766,766,,Leap of Faith,Danielle Steel,,,9780593043639,,English fiction,,202,paperback,['English fiction'],,,,0.462977977908779
767,767,,The Marrying Game,Lindsay Armstrong,,,9780263123517,,Fiction,,292,paperback,['Fiction'],,,,0.462977977908779
768,768,,Stand-In Groom,Suzanne Brockmann,,,9780553445985,,Fiction,,244,paperback,['Fiction'],,,,0.462977977908779
769,769,,Deadly Gift,Heather Graham,,,9781410408907,,Fiction,,495,paperback,['Fiction'],,,,0.462977977908779
770,770,,The Secret Woman,Victoria Holt,,,9780002217385,,Fiction,,318,paperback,['Fiction'],,,,0.462977977908779
771,771,,My Scandalous Bride,"Christina Dodd, Stephanie Laurens, Celeste Bradley, Leslie Lafoy",4.5,,9780312995225,,Fiction,,356,paperback,['Fiction'],,0.875,,0.462977977908779
772,772,,Love,Toni Morrison,,,9780099455493,,Fiction,,28,paperback,['Fiction'],,,,0.4709619202133469
773,773,,The Camel of Destruction,Michael Pearce,,,9780708951699,,Fiction,,386,paperback,['Fiction'],,,,0.462977977908779
774,774,,Mastering the Marquess,Vanessa Kelly,,,9781420109733,,Fiction,,499,paperback,['Fiction'],,,,0.462977977908779
775,775,,Our Chemical Hearts,Krystal Sutherland,,,9781761048760,,Juvenile Fiction,,369,paperback,['Juvenile Fiction'],,,,0.462977977908779
776,776,,Part-Time Marriage,Jessica Steele,,,9780373036806,,Fiction,,200,paperback,['Fiction'],,,,0.462977977908779
777,777,,A Death in Vienna,Daniel Silva,,,9780754068907,,"Allon, Gabriel (Fictitious character)",,523,paperback,"['Allon', 'Gabriel (Fictitious character)']",,,,0.462977977908779
778,778,,The Soldier's Bride,Rachelle J. Christensen,,,9780996897617,,Fiction,,348,paperback,['Fiction'],,,,0.462977977908779
779,779,,West Side Story,Irving Shulman,4.0,,9780671725662,,Fiction,,164,paperback,['Fiction'],,0.75,,0.462977977908779
780,780,,The Sun Is Also a Star,Nicola Yoon,,,9780552577564,,Deportation,,348,paperback,['Deportation'],,,,0.462977977908779
781,781,,Down the Rabbit Hole,"J. D. Robb, Mary Blayney, Elaine Fox, Mary Kay McComas, Ruth Ryan Langan",,,9780515155471,,Fiction,,434,paperback,['Fiction'],,,,0.462977977908779
782,782,,House of Scarlett,Meghan March,,,9781943796427,,Fiction,,316,paperback,['Fiction'],,,,0.462977977908779
783,783,,It Happened One Summer,Tessa Bailey,5.0,,9780063082359,,romance,,416,paperback,['romance'],,1.0,,0.462977977908779
784,784,,Solo,Jack Higgins,,,9780440181651,,Fiction,,296,paperback,['Fiction'],,,,0.462977977908779
785,785,,In the Sheikh's Marriage Bed,Sarah Morgan,,,9780263185584,,Fiction,,284,paperback,['Fiction'],,,,0.462977977908779
786,786,,Ghosts of the Shadow Market,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link, Robin Wasserman",,,9781406389432,,Demonology,,616,paperback,['Demonology'],,,,0.462977977908779
787,787,,The Forget-Me-not Sonata,Santa Montefiore,,,9781407403953,,Romance,,597,paperback,['Romance'],,,,0.462977977908779
788,788,,Lucky,Jackie Collins,,,9780671524968,,Fiction,,598,paperback,['Fiction'],,,,0.462977977908779
789,789,,The Independent Bride,Sophie Weston,,,9780263179354,,Fiction,,290,paperback,['Fiction'],,,,0.462977977908779
790,790,,The House on Hope Street,Danielle Steel,,,9780754014959,,Bereavement,,240,paperback,['Bereavement'],,,,0.462977977908779
791,791,,Whirlpool of Passion,Emma Darcy,,,9780263758665,,Romance,,187,paperback,['Romance'],,,,0.462977977908779
792,792,,Irresistible Forces,Danielle Steel,,,9780593040720,,Adultery,,372,paperback,['Adultery'],,,,0.462977977908779
793,793,,Invitation to Provence,Elizabeth A. Adler,,,9781843957119,,Americans,,392,paperback,['Americans'],,,,0.462977977908779
794,794,,Zodiac,"Richard Dilys, Dilys Gater, Richard Lawler",,,9780708936467,,Fiction,,228,paperback,['Fiction'],,,,0.462977977908779
795,795,,Layla,Colleen Hoover,5.0,,9781542000178,,Fiction,,304,paperback,['Fiction'],,1.0,,0.3646981196429233
796,796,,Open Heart,Mary Bringle,,,9780453004237,,Fiction,,376,paperback,['Fiction'],,,,0.462977977908779
797,797,,"Goodbye, Sally",Rhona Martin,,,9780708920152,,Fiction,,534,paperback,['Fiction'],,,,0.462977977908779
798,798,,Tallchief,Cait London,,,9780373764198,,Fiction,,196,paperback,['Fiction'],,,,0.462977977908779
799,799,,Maggie,Joan Lingard,,,9780330333610,,romance,,188,paperback,['romance'],,,,0.462977977908779
800,800,,To Beguile a Beast,Elizabeth Hoyt,,,9781408456422,,Housekeepers,,453,paperback,['Housekeepers'],,,,0.462977977908779
801,801,,Highland Beast,"Hannah Howell, Victoria Dahl",,,9781420106725,,Demonology,,352,paperback,['Demonology'],,,,0.462977977908779
802,802,,Morgan's Child,Anne Mather,,,9780373120000,,Fiction,,196,paperback,['Fiction'],,,,0.462977977908779
803,803,,A Hundred Honeymoons,J. S. Wilson,,,9781664134201,,romance,,466,paperback,['romance'],,,,0.462977977908779
804,804,,Danger in the Shadows,Dee Henderson,,,9781576739273,,Fiction,,324,paperback,['Fiction'],,,,0.462977977908779
805,805,,Free to Love,Ivana Trump,,,9780099358718,,Romance,,512,paperback,['Romance'],,,,0.462977977908779
806,806,,The Butterfly Picnic,Joan Aiken,,,9780745116457,,romance,,407,paperback,['romance'],,,,0.462977977908779
807,807,,Miss Butterworth and the Mad Baron,"Julia Quinn, Violet Charles",,,9780062958594,,Comics & Graphic Novels,,160,paperback,['Comics & Graphic Novels'],,,,0.462977977908779
808,808,,Mistress Pat,L. M. Montgomery,,,9780553280487,,Families,,277,paperback,['Families'],,,,0.462977977908779
809,809,,Home Front,Kristin Hannah,,,9780753191019,,Interpersonal relations,,528,paperback,['Interpersonal relations'],,,,0.33772015590301896
810,810,,Pearl in the Mist,Virginia Andrews,,,9780671719067,,romance,,374,paperback,['romance'],,,,0.462977977908779
811,811,,Canyons of Night,Jayne Castle,,,9780515149883,,Fiction,,371,paperback,['Fiction'],,,,0.462977977908779
812,812,,The Love Knot,Rebecca Brandewyne,,,9781587244933,,Fiction,,456,paperback,['Fiction'],,,,0.462977977908779
813,813,,The Duke's Princess Bride,Amalie Howard,,,9781728243412,,romance,,352,paperback,['romance'],,,,0.462977977908779
814,814,,Prescriptions and Promises,Jessica Matthews,,,9780373063024,,Pharmaceutical services,,196,paperback,['Pharmaceutical services'],,,,0.462977977908779
815,815,,The Ultimate Choice,Emma Darcy,,,9780263123364,,Large type books,,288,paperback,['Large type books'],,,,0.462977977908779
816,816,,Where There's a Will,Day Leclaire,,,9780373361069,,Fiction,,228,paperback,['Fiction'],,,,0.462977977908779
817,817,,Temptation,Jude Deveraux,,,9780708948118,,Americans,,449,paperback,['Americans'],,,,0.462977977908779
818,818,,Texas! Lucky,Sandra Brown,,,9780739328217,,Fiction,,404,paperback,['Fiction'],,,,0.462977977908779
819,819,,The Desert Bride of Al Zayed,Tessa Radley,,,9780733583964,,Love stories,,184,paperback,['Love stories'],,,,0.462977977908779
820,820,,Tiger's Eye,Madeleine Ker,,,9780263122640,,Large type books,,285,paperback,['Large type books'],,,,0.462977977908779
821,821,,The House of the Seven Gables,"Nathaniel Hawthorne, Philip Young",,,9780030844201,,Classic,,280,paperback,['Classic'],,,,0.462977977908779
822,822,,Fortune's Lady,Melinda Hammond,,,9780708951873,,England,,320,paperback,['England'],,,,0.462977977908779
823,823,,Wuthering Heights,"Emily Brontë, Charlotte Brontë",,,9781851523030,,romance,,527,paperback,['romance'],,,,0.462977977908779
824,824,,Girl in Luv,"Jay Crownover, Rebecca Yarros",,,9781393711339,,Dating (Social customs),,187,paperback,['Dating (Social customs)'],,,,0.462977977908779
825,825,,The Pursuit,"Janet Evanovich, Lee Goldberg",,,9780553392777,,Fiction,,321,paperback,['Fiction'],,,,0.462977977908779
826,826,,Eden Close,Anita Shreve,,,9780349105871,,Blindness,,288,paperback,['Blindness'],,,,0.462977977908779
827,827,,Island of Shells,Grace Green,,,9780263137750,,Fiction,,290,paperback,['Fiction'],,,,0.462977977908779
828,828,,Tuesday's Child,Louise Bagshawe,,,9780755304288,,Chick lit,,448,paperback,['Chick lit'],,,,0.462977977908779
829,829,,Beauty and the Badge,Lyn Stone,,,9780373079520,,Fiction,,262,paperback,['Fiction'],,,,0.462977977908779
830,830,,Waiting,Ha Jin,,,9780099287599,,American fiction,,322,paperback,['American fiction'],,,,0.462977977908779
831,831,,Prince of Lies,Robyn Donald,,,9780263144147,,Large type books,,283,paperback,['Large type books'],,,,0.462977977908779
832,832,,The Far Country,Nevil Shute,,,9780434699148,,Fiction,,306,paperback,['Fiction'],,,,0.462977977908779
833,833,,Meant to Be,Jude Deveraux,,,9780778331445,,Fiction,,416,paperback,['Fiction'],,,,0.462977977908779
834,834,,The Fiancé Fix,Carole Mortimer,,,9780263175233,,Love stories,,186,paperback,['Love stories'],,,,0.462977977908779
835,835,,Traded to the Sheikh,Emma Darcy,,,9780263189766,,Large print books,,284,paperback,['Large print books'],,,,0.462977977908779
836,836,,Flaming Arrow,Cassie Edwards,,,9780451407573,,Fiction,,388,paperback,['Fiction'],,,,0.462977977908779
837,837,,Anne,Muriel Canfield,,,9780871234230,,Juvenile Fiction,,164,paperback,['Juvenile Fiction'],,,,0.462977977908779
838,838,,Dream Baby,Ann Evans,,,9780373708703,,Fiction,,308,paperback,['Fiction'],,,,0.462977977908779
839,839,,Burglar Bill,"Janet Ahlberg, Allan Ahlberg",,,9780434925001,,Burglary,,32,paperback,['Burglary'],,,,0.462977977908779
840,840,,The Spanish Billionaire's Christmas Bride,Maggie Cox,,,9780263203714,,Romance,,187,paperback,['Romance'],,,,0.462977977908779
841,841,,Love is in the Cards,Emma Goldrick,,,9780263123654,,Large type books,,285,paperback,['Large type books'],,,,0.462977977908779
842,842,,Animating Maria,Marion Chesney,,,9780745115306,,Young women,,240,paperback,['Young women'],,,,0.462977977908779
843,843,,Dishonourable Seduction,Angela Wells,,,9780263142402,,Large print books,,287,paperback,['Large print books'],,,,0.462977977908779
844,844,,High-Country Governess,Essie Summers,,,9780263118476,,romance,,285,paperback,['romance'],,,,0.462977977908779
845,845,,The Queer Principles of Kit Webb,Cat Sebastian,,,9780063026216,,Fiction,,352,paperback,['Fiction'],,,,0.462977977908779
846,846,,War of Love,Carole Mortimer,,,9780263141443,,Romance,,186,paperback,['Romance'],,,,0.462977977908779
847,847,,Colors of Truth,Tamera Alexander,,,9781735758800,,Fiction,,520,paperback,['Fiction'],,,,0.462977977908779
848,848,,Something That Lasts,James Jordan,,,9781602850736,,Fiction,,318,paperback,['Fiction'],,,,0.462977977908779
849,849,,His Perfect Wife,Susanne McCarthy,,,9780263807165,,Love stories,,186,paperback,['Love stories'],,,,0.462977977908779
850,850,,An Echo in the Darkness,Francine Rivers,4.5,,9780842313070,,Fiction,,482,paperback,['Fiction'],,0.875,,0.462977977908779
851,851,,We Are Not Ourselves,Matthew Thomas,,,9781476756660,,Fiction,,640,paperback,['Fiction'],,,,0.462977977908779
852,852,,"Solitary Envoy, The","T. Davis Bunn, Isabella Bunn",,,9780764228575,,Fiction,,320,paperback,['Fiction'],,,,0.462977977908779
853,853,,Ruth's Journey,Donald McCaig,,,9781451643534,,Fiction,,384,paperback,['Fiction'],,,,0.462977977908779
854,854,,Allegiance,Cayla Kluver,5.0,,9780373210435,,Fiction,,501,paperback,['Fiction'],,1.0,,0.462977977908779
855,855,,Something Red,Douglas Nicholas,,,9781451660074,,Fiction,,325,paperback,['Fiction'],,,,0.462977977908779
856,856,,Navegando Por La Tentación,Lorraine Heath,,,9788468784656,,Fiction,,320,paperback,['Fiction'],,,,0.462977977908779
857,857,,Middlemarch,George Eliot,,,9780451517500,,Fiction,,836,paperback,['Fiction'],,,,0.33842282168981314
858,858,,Miss Cameron's Fall from Grace,Helen Dickson,,,9780373306404,,Historical,,280,paperback,['Historical'],,,,0.462977977908779
859,859,,The Living is Easy,Dorothy West,,,9781558611474,,Fiction,,380,paperback,['Fiction'],,,,0.462977977908779
860,860,,Green Gauntlet,R.F. Delderfield,,,9780345218995,,historical fiction,,430,paperback,['historical fiction'],,,,0.462977977908779
861,861,,Black Mountain,Venero Armanno,,,9781459689565,,Fugitive slaves,,412,paperback,['Fugitive slaves'],,,,0.462977977908779
862,862,,The Twisted Sword,Winston Graham,,,9780708988220,,Fiction,,504,paperback,['Fiction'],,,,0.462977977908779
863,863,,Stork Bite,L. K. Simonds,,,9781736203002,,Fiction,,380,paperback,['Fiction'],,,,0.462977977908779
864,864,,In the Region of the Summer Stars,Stephen R. Lawhead,,,9780765383440,,Fiction,,334,paperback,['Fiction'],,,,0.462977977908779
865,865,,Citadel,A. J. Cronin,,,9780575600966,,Coal miners,,128,paperback,['Coal miners'],,,,0.462977977908779
866,866,,The Field of Swords,Conn Iggulden,,,9780007195268,,Biographical fiction,,536,paperback,['Biographical fiction'],,,,0.462977977908779
867,867,,The Warsaw Orphan,Kelly Rimmer,,,9781525811531,,Fiction,,416,paperback,['Fiction'],,,,0.462977977908779
868,868,,The Girl from the Channel Islands,Jenny Lecoat,,,9781761065750,,historical fiction,,272,paperback,['historical fiction'],,,,0.462977977908779
869,869,,The Resistance Girl,Mandy Robotham,,,9780008516062,,historical fiction,,432,paperback,['historical fiction'],,,,0.462977977908779
870,870,,El Tiempo y la Felicidad,Luciano De Crescenzo,,,9788497590358,,historical fiction,,224,paperback,['historical fiction'],,,,0.462977977908779
871,871,,A Woman of Substance,Barbara Taylor Bradford,,,9780862202040,,Large type books,,1240,paperback,['Large type books'],,,,0.462977977908779
872,872,,The Lady of Abu Simbel,Christian Jacq,,,9781740301152,,Egypt,,434,paperback,['Egypt'],,,,0.462977977908779
873,873,,Sisters of the Resistance,Christine Wells,,,9780063055445,,historical fiction,,416,paperback,['historical fiction'],,,,0.462977977908779
