,Good_Reads_Popularity_Rank,Title,Author,Avg_Rating,Num_Ratings,ISBN,ASIN,Genres,Series,Page_Number,Format
770,,The Secret Woman,Victoria Holt,,,9780002217385,,Fiction,,318,paperback
771,,My Scandalous Bride,"Christina Dodd, Stephanie Laurens, Celeste Bradley, Leslie Lafoy",4.5,,9780312995225,,Fiction,,356,paperback
772,,Love,Toni Morrison,,,9780099455493,,Fiction,,28,paperback
773,,The Camel of Destruction,Michael Pearce,,,9780708951699,,Fiction,,386,paperback
774,,Mastering the Marquess,Vanessa Kelly,,,9781420109733,,Fiction,,499,paperback
775,,Our Chemical Hearts,Krystal Sutherland,,,9781761048760,,Juvenile Fiction,,369,paperback
776,,Part-Time Marriage,Jessica Steele,,,9780373036806,,Fiction,,200,paperback
777,,A Death in Vienna,Daniel Silva,,,9780754068907,,"Allon, Gabriel (Fictitious character)",,523,paperback
778,,The Soldier's Bride,Rachelle J. Christensen,,,9780996897617,,Fiction,,348,paperback
779,,West Side Story,Irving Shulman,4.0,,9780671725662,,Fiction,,164,paperback
780,,The Sun Is Also a Star,Nicola Yoon,,,9780552577564,,Deportation,,348,paperback
781,,Down the Rabbit Hole,"J. D. Robb, Mary Blayney, Elaine Fox, Mary Kay McComas, Ruth Ryan Langan",,,9780515155471,,Fiction,,434,paperback
782,,House of Scarlett,Meghan March,,,9781943796427,,Fiction,,316,paperback
783,,It Happened One Summer,Tessa Bailey,5.0,,9780063082359,,romance,,416,paperback
784,,Solo,Jack Higgins,,,9780440181651,,Fiction,,296,paperback
785,,In the Sheikh's Marriage Bed,Sarah Morgan,,,9780263185584,,Fiction,,284,paperback
786,,Ghosts of the Shadow Market,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link, Robin Wasserman",,,9781406389432,,Demonology,,616,paperback
787,,The Forget-Me-not Sonata,Santa Montefiore,,,9781407403953,,Romance,,597,paperback
788,,Lucky,Jackie Collins,,,9780671524968,,Fiction,,598,paperback
789,,The Independent Bride,Sophie Weston,,,9780263179354,,Fiction,,290,paperback
790,,The House on Hope Street,Danielle Steel,,,9780754014959,,Bereavement,,240,paperback
791,,Whirlpool of Passion,Emma Darcy,,,9780263758665,,Romance,,187,paperback
792,,Irresistible Forces,Danielle Steel,,,9780593040720,,Adultery,,372,paperback
793,,Invitation to Provence,Elizabeth A. Adler,,,9781843957119,,Americans,,392,paperback
794,,Zodiac,"Richard Dilys, Dilys Gater, Richard Lawler",,,9780708936467,,Fiction,,228,paperback
795,,Layla,Colleen Hoover,5.0,,9781542000178,,Fiction,,304,paperback
796,,Open Heart,Mary Bringle,,,9780453004237,,Fiction,,376,paperback
797,,"Goodbye, Sally",Rhona Martin,,,9780708920152,,Fiction,,534,paperback
798,,Tallchief,Cait London,,,9780373764198,,Fiction,,196,paperback
799,,Maggie,Joan Lingard,,,9780330333610,,romance,,188,paperback
800,,To Beguile a Beast,Elizabeth Hoyt,,,9781408456422,,Housekeepers,,453,paperback
801,,Highland Beast,"Hannah Howell, Victoria Dahl",,,9781420106725,,Demonology,,352,paperback
802,,Morgan's Child,Anne Mather,,,9780373120000,,Fiction,,196,paperback
803,,A Hundred Honeymoons,J. S. Wilson,,,9781664134201,,romance,,466,paperback
804,,Danger in the Shadows,Dee Henderson,,,9781576739273,,Fiction,,324,paperback
805,,Free to Love,Ivana Trump,,,9780099358718,,Romance,,512,paperback
806,,The Butterfly Picnic,Joan Aiken,,,9780745116457,,romance,,407,paperback
807,,Miss Butterworth and the Mad Baron,"Julia Quinn, Violet Charles",,,9780062958594,,Comics & Graphic Novels,,160,paperback
808,,Mistress Pat,L. M. Montgomery,,,9780553280487,,Families,,277,paperback
809,,Home Front,Kristin Hannah,,,9780753191019,,Interpersonal relations,,528,paperback
810,,Pearl in the Mist,Virginia Andrews,,,9780671719067,,romance,,374,paperback
811,,Canyons of Night,Jayne Castle,,,9780515149883,,Fiction,,371,paperback
812,,The Love Knot,Rebecca Brandewyne,,,9781587244933,,Fiction,,456,paperback
813,,The Duke's Princess Bride,Amalie Howard,,,9781728243412,,romance,,352,paperback
814,,Prescriptions and Promises,Jessica Matthews,,,9780373063024,,Pharmaceutical services,,196,paperback
815,,The Ultimate Choice,Emma Darcy,,,9780263123364,,Large type books,,288,paperback
816,,Where There's a Will,Day Leclaire,,,9780373361069,,Fiction,,228,paperback
817,,Temptation,Jude Deveraux,,,9780708948118,,Americans,,449,paperback
818,,Texas! Lucky,Sandra Brown,,,9780739328217,,Fiction,,404,paperback
819,,The Desert Bride of Al Zayed,Tessa Radley,,,9780733583964,,Love stories,,184,paperback
820,,Tiger's Eye,Madeleine Ker,,,9780263122640,,Large type books,,285,paperback
821,,The House of the Seven Gables,"Nathaniel Hawthorne, Philip Young",,,9780030844201,,Classic,,280,paperback
822,,Fortune's Lady,Melinda Hammond,,,9780708951873,,England,,320,paperback
823,,Wuthering Heights,"Emily Brontë, Charlotte Brontë",,,9781851523030,,romance,,527,paperback
824,,Girl in Luv,"Jay Crownover, Rebecca Yarros",,,9781393711339,,Dating (Social customs),,187,paperback
825,,The Pursuit,"Janet Evanovich, Lee Goldberg",,,9780553392777,,Fiction,,321,paperback
826,,Eden Close,Anita Shreve,,,9780349105871,,Blindness,,288,paperback
827,,Island of Shells,Grace Green,,,9780263137750,,Fiction,,290,paperback
828,,Tuesday's Child,Louise Bagshawe,,,9780755304288,,Chick lit,,448,paperback
829,,Beauty and the Badge,Lyn Stone,,,9780373079520,,Fiction,,262,paperback
830,,Waiting,Ha Jin,,,9780099287599,,American fiction,,322,paperback
831,,Prince of Lies,Robyn Donald,,,9780263144147,,Large type books,,283,paperback
832,,The Far Country,Nevil Shute,,,9780434699148,,Fiction,,306,paperback
833,,Meant to Be,Jude Deveraux,,,9780778331445,,Fiction,,416,paperback
834,,The Fiancé Fix,Carole Mortimer,,,9780263175233,,Love stories,,186,paperback
835,,Traded to the Sheikh,Emma Darcy,,,9780263189766,,Large print books,,284,paperback
836,,Flaming Arrow,Cassie Edwards,,,9780451407573,,Fiction,,388,paperback
837,,Anne,Muriel Canfield,,,9780871234230,,Juvenile Fiction,,164,paperback
838,,Dream Baby,Ann Evans,,,9780373708703,,Fiction,,308,paperback
839,,Burglar Bill,"Janet Ahlberg, Allan Ahlberg",,,9780434925001,,Burglary,,32,paperback
840,,The Spanish Billionaire's Christmas Bride,Maggie Cox,,,9780263203714,,Romance,,187,paperback
841,,Love is in the Cards,Emma Goldrick,,,9780263123654,,Large type books,,285,paperback
842,,Animating Maria,Marion Chesney,,,9780745115306,,Young women,,240,paperback
843,,Dishonourable Seduction,Angela Wells,,,9780263142402,,Large print books,,287,paperback
844,,High-Country Governess,Essie Summers,,,9780263118476,,romance,,285,paperback
845,,The Queer Principles of Kit Webb,Cat Sebastian,,,9780063026216,,Fiction,,352,paperback
846,,War of Love,Carole Mortimer,,,9780263141443,,Romance,,186,paperback
847,,Colors of Truth,Tamera Alexander,,,9781735758800,,Fiction,,520,paperback
848,,Something That Lasts,James Jordan,,,9781602850736,,Fiction,,318,paperback
849,,His Perfect Wife,Susanne McCarthy,,,9780263807165,,Love stories,,186,paperback
850,,An Echo in the Darkness,Francine Rivers,4.5,,9780842313070,,Fiction,,482,paperback
851,,We Are Not Ourselves,Matthew Thomas,,,9781476756660,,Fiction,,640,paperback
852,,"Solitary Envoy, The","T. Davis Bunn, Isabella Bunn",,,9780764228575,,Fiction,,320,paperback
853,,Ruth's Journey,Donald McCaig,,,9781451643534,,Fiction,,384,paperback
854,,Allegiance,Cayla Kluver,5.0,,9780373210435,,Fiction,,501,paperback
855,,Something Red,Douglas Nicholas,,,9781451660074,,Fiction,,325,paperback
856,,Navegando Por La Tentación,Lorraine Heath,,,9788468784656,,Fiction,,320,paperback
857,,Middlemarch,George Eliot,,,9780451517500,,Fiction,,836,paperback
858,,Miss Cameron's Fall from Grace,Helen Dickson,,,9780373306404,,Historical,,280,paperback
859,,The Living is Easy,Dorothy West,,,9781558611474,,Fiction,,380,paperback
860,,Green Gauntlet,R.F. Delderfield,,,9780345218995,,historical fiction,,430,paperback
861,,Black Mountain,Venero Armanno,,,9781459689565,,Fugitive slaves,,412,paperback
862,,The Twisted Sword,Winston Graham,,,9780708988220,,Fiction,,504,paperback
863,,Stork Bite,L. K. Simonds,,,9781736203002,,Fiction,,380,paperback
864,,In the Region of the Summer Stars,Stephen R. Lawhead,,,9780765383440,,Fiction,,334,paperback
865,,Citadel,A. J. Cronin,,,9780575600966,,Coal miners,,128,paperback
866,,The Field of Swords,Conn Iggulden,,,9780007195268,,Biographical fiction,,536,paperback
867,,The Warsaw Orphan,Kelly Rimmer,,,9781525811531,,Fiction,,416,paperback
868,,The Girl from the Channel Islands,Jenny Lecoat,,,9781761065750,,historical fiction,,272,paperback
869,,The Resistance Girl,Mandy Robotham,,,9780008516062,,historical fiction,,432,paperback
870,,El Tiempo y la Felicidad,Luciano De Crescenzo,,,9788497590358,,historical fiction,,224,paperback
871,,A Woman of Substance,Barbara Taylor Bradford,,,9780862202040,,Large type books,,1240,paperback
872,,The Lady of Abu Simbel,Christian Jacq,,,9781740301152,,Egypt,,434,paperback
873,,Sisters of the Resistance,Christine Wells,,,9780063055445,,historical fiction,,416,paperback
874,,Heaven and Hell,John Jakes,,,9780002231459,,historical fiction,,700,paperback
875,,The Gates of Hell,P. C. Doherty,,,9781841194974,,Detective and mystery stories,,292,paperback
876,,The Postmistress of Paris,Meg Waite Clayton,,,9780062946980,,historical fiction,,400,paperback
877,,Odysseus,Valerio Massimo Manfredi,,,9780230769342,,Adventure stories,,372,paperback
878,,Flashman in the Great Game,George MacDonald Fraser,,,9780330248013,,English fiction,,351,paperback
879,,The Last Tiara,M. J. Rose,,,9781952457173,,historical fiction,,304,paperback
880,,Angels in the Gloom,Anne Perry,,,9780755302888,,Cambridge (England),,312,paperback
881,,The Noble Fugitive,"T. Davis Bunn, Isabella Bunn",,,9780764228599,,Fiction,,313,paperback
882,,Masqueraders,Georgette Heyer,,,9780753174166,,England,,378,paperback
883,,The Knight's Tale,M. J. TROW,,,9781448309085,,historical fiction,,336,paperback
884,,Harbor Secrets,Melody Carlson,,,9781946531322,,Fiction,,324,paperback
885,,Mr. Timothy,Louis Bayard,,,9780719567025,,Detective and mystery stories,,384,paperback
886,,Fortune's Favourites,Colleen McCullough,,,9780712638500,,Australian fiction,,878,paperback
887,,One Little Sin,Liz Carlyle,,,9780753176450,,Great Britain,,392,paperback
888,,The Sapphire Child,Janet MacLeod Trotter,,,9781542092609,,Fiction,,524,paperback
889,,The Splintered Kingdom,James Aitcheson,,,9781848093232,,Great Britain,,420,paperback
890,,Mr. Pipes Comes to America,Douglas Bond,,,9781930367531,,Education,,212,paperback
891,,Enemies of the Heart,Rebecca Dean,,,9780007262724,,Americans,,608,paperback
892,,Martin Farrell,Janni Howker,,,9780435124373,,historical fiction,,86,paperback
893,,The Long Drop,Denise Mina,,,9780316269735,,FICTION,,236,paperback
894,,Orchids and Diamonds,Rosalind Laker,,,9780745178912,,Fiction,,545,paperback
895,,Deception,"Grace Cavendish, Jan Burchett",,,9781862303799,,"Cavendish, Grace, Lady (Fictitious character)",,242,paperback
896,,The Betrayals,Bridget Collins,,,9780062838124,,Fiction,,416,paperback
897,,Sebastian's Pride,Susan Wilkinson,,,9780718129750,,historical fiction,,402,paperback
898,,The Sugar Palace,Fiona McIntosh,,,9781761047015,,Fiction,,402,paperback
899,,The Trumpeting Angel,Marshall Browne,,,9781875989614,,Historical,,416,paperback
900,,The Mammoth Hunters,Jean M. Auel,,,9780862204563,,Ayla (Fictitious character),,1211,paperback
901,,Village School,Miss Read,,,9780745176093,,Country life,,264,paperback
902,,Painting the Light,Sally Cabot Gunning,,,9780062916242,,historical fiction,,368,paperback
903,,Woman of Substance,Barbara Taylor Bradford,,,9780745133553,,Businesswomen,,1256,paperback
904,,The Liar's Wife,Mary Gordon,,,9780307377432,,Fiction,,288,paperback
905,,Rowan Farm,Margot Benary-Isbert,,,9781948959179,,Juvenile Fiction,,277,paperback
906,,Surf Smugglers,Melody Carlson,,,9781946531049,,historical fiction,,300,paperback
907,,Shaking Tent,Anne Michael,,,9781975944711,,historical fiction,,480,paperback
908,,"Mary Ann Sate, Imbecile",Alice Jolly,,,9781783528660,,Fiction,,640,paperback
909,,Paper Sparrow,Magda Palmer,,,9781685831097,,historical fiction,,262,paperback
910,,Summer at Mount Hope,Rosalie Ham,,,9780975192177,,Eccentrics and eccentricities,,296,paperback
911,,The Dream-time,Henry Treece,,,9780340040508,,"Children's stories, English",,96,paperback
912,,Warriors of God,Andrzej Sapkowski,,,9780316593243,,Fiction,,464,paperback
913,,The Godmothers,Camille Aubray,,,9780062983695,,Fiction,,432,paperback
914,,The River of Fire,Patrick Easter,,,9780753192269,,Detective and mystery stories,,336,paperback
915,,The Henna Artist,Alka Joshi,,,9781867231929,,Abused women,,304,paperback
916,,Secrets of the Desert,Christian Jacq,,,9781845057084,,Conspiracies,,518,paperback
917,,A Distant Hero,Emma Drummond,,,9780671717919,,Historical fiction,,424,paperback
918,,The Whisper of Silenced Voices,C. J. Archer,,,9780648214908,,historical fiction,,266,paperback
919,,The Black Earth,Philip Kazan,,,9780369331489,,"Greco-Turkish War, 1921-1922",,577,paperback
920,,Desired by the Duke/the Duke's Unexpected Bride/High Seas to High Society,"Sophia James, Lara Temple",,,9781867241195,,historical fiction,,464,paperback
921,,Always a Stranger,Amara Royce,,,9781601832269,,Fiction,,238,paperback
922,,The Long Shadow,Cynthia Harrod-Eagles,,,9780356093727,,Great Britain,,367,paperback
923,,Kerry Postle,Kerry Postle,,,9780008331092,,historical fiction,,384,paperback
924,,City of Spies,Mara Timon,,,9781838773014,,historical fiction,,552,paperback
925,,The Fallen Woman,Fiona McIntosh,,,9781761049293,,Australian fiction,,450,paperback
926,,All Souls' Rising,Madison Smartt Bell,,,9780140141177,,English fiction,,530,paperback
927,,Two-Bits,Robert J. Trout,,,9781482611205,,Juvenile Fiction,,216,paperback
928,,Iron Ties,Ann Parker,,,9781590582633,,Fiction,,584,paperback
929,,Playing Beatie Bow,Ruth Park,,,9780140322491,,Australia,,196,paperback
930,,Dragon's Blood,Christopher Nicole,,,9781855016637,,Opium trade,,432,paperback
931,,Catherine,Sue Barr,,,9780994771889,,Historical,,260,paperback
932,,Take Heart,Lisa Higdon,,,9780515118988,,Fiction,,276,paperback
933,,Sleeping Beauty and the Demon,Marina Myles,,,9781601832825,,Fiction,,274,paperback
934,,The Pleasures of Love,Jean Plaidy,,,9780745175287,,Great Britain,,437,paperback
935,,Escape to Eaglehawk,Vashti Farrer,,,9781864290295,,historical fiction,,125,paperback
936,,When a Girl is Born,Pamela Grant,,,9780192716996,,China,,136,paperback
